"ims_org_id","pred.y"
"INS00000839",2642494.70639804
"INS00000840",367132.468042336
"INS00001348",3615879.61471748
"INS00001718",339516.07943284
"INS00001743",539244.287870262
"INS00002702",875994.899551354
"INS00005273",22384204.9340501
"INS00005274",11968353.7261724
"INS00005275",3006993.40325948
"INS00005276",2776610.02620291
"INS00005540",2633727.66567444
"INS00005542",4585015.66771686
"INS00006320",3049291.05627557
"INS00006323",6430404.6207745
"INS00006359",2041655.83717975
"INS00105355",329654.39764525
"INS00457151",2999514.80885135
"INS00772810",1016195.71416799
"INS00000838",19969604.3675417
"INS00000841",6214700.9576721
"INS00001118",2800293.42549953
"INS00001317",6314705.2268297
"INS00001318",2779107.887769
"INS00001332",326841.317524187
"INS00001340",7221526.05351901
"INS00001760",1434448.07936753
"INS00002646",450669.004147132
"INS00002691",1583846.84925043
"INS00002696",4968592.40349659
"INS00002725",604303.973833195
"INS00005418",11961941.5587967
"INS00005716",24537205.8206009
"INS00005752",171840.815035222
"INS00006282",873070.036394469
"INS00006284",323584.508283898
"INS00006362",7375470.01006055
"INS00006759",5771063.28095738
"INS00006773",327752.354441999
"INS00116411",684386.893141575
"INS00544681",328871.341122409
"INS00634527",3888297.11691682
"INS00777353",587403.545365317
"INS01084141",329472.243202429
"INS01104121",330357.601208627
"INS00001106",6222394.18921742
"INS00001359",2178568.73840321
"INS00001361",3885852.24825728
"INS00005539",682968.573916871
"INS00005541",8885866.8595666
"INS00006283",324838.221392467
"INS00006774",3865353.69807447
"INS00106256",1732522.92828134
"INS00121526",328590.334060909
"INS00569498",327634.569624079
"INS01101123",699440.561869629
"INS00001019",2502455.85453055
"INS00001323",495926.277882448
"INS00001351",11590722.9206319
"INS00001352",2754368.56574166
"INS00002649",5939158.1064682
"INS00002650",5578806.04343629
"INS00005037",2958054.70437262
"INS00005038",6682077.1995762
"INS00005703",396710.493236705
"INS00005750",388715.339546199
"INS00006319",3365919.85119101
"INS00006322",1707381.22610715
"INS00006325",1102122.5642218
"INS00006548",4939082.93079567
"INS00006755",328791.256556338
"INS00411335",327416.300084087
"INS00544354",858428.228237597
"INS00557755",749824.00257023
"INS00584737",329620.88360738
"INS00680988",328639.930827625
"INS00000548",2783467.28225867
"INS00000908",1521825.00949124
"INS00001321",685392.714898158
"INS00001324",841899.406056521
"INS00001328",7052094.14164686
"INS00592280",329798.212154076
"INS00670912",2842390.46911723
"INS00762061",328411.947986919
"INS01149250",419925.797792904
"INS00000900",22889293.8867413
"INS00000906",329667.768462992
"INS00000909",332422.268903809
"INS00001827",1847412.5231228
"INS00001829",373412.213619952
"INS00002678",7504331.98883102
"INS00002718",1740981.9086853
"INS00002719",11294554.5683493
"INS00006250",23763306.2084838
"INS00006756",14629431.3965077
"INS00106689",983272.670661245
"INS00106691",1687149.17817573
"INS00450940",329819.901179861
"INS00494079",329344.586352159
"INS00569525",328669.717171822
"INS01162388",329153.848383188
"INS00000901",6748477.14993208
"INS00000903",9155581.72890604
"INS00000907",4879127.6649926
"INS00001325",5408033.67588266
"INS00001327",2185840.44816641
"INS00001331",875953.350633158
"INS00001828",661048.264932786
"INS00001858",330796.698737142
"INS00002645",4127815.57005138
"INS00006757",323711.737562774
"INS00106750",329102.518305417
"INS00000555",4480053.99666499
"INS00000556",329456.6051046
"INS00000557",522129.146710581
"INS00001719",611406.088926539
"INS00001732",2338981.00483332
"INS00005130",26656126.1533542
"INS00005177",641694.95689774
"INS00005387",7514995.91049536
"INS00005388",704213.319163979
"INS00005389",330944.273914215
"INS00000961",1707329.94598408
"INS00001334",532346.781530555
"INS00001336",1884073.37589145
"INS00001338",7044426.72363082
"INS00001733",749579.327529399
"INS00005140",9135405.53447541
"INS00005141",6134550.86765017
"INS00005142",334019.158114569
"INS00005143",329247.803755854
"INS00760959",713368.470942316
"INS00805028",463553.253531026
"INS00005447",9243666.53459498
"INS00005448",333873.527435562
"INS00106718",746069.352425736
"INS00504347",328215.836614282
"INS00001320",4675892.315566
"INS00001333",1184269.29000292
"INS00001335",592955.898090836
"INS00005749",405207.081236306
"INS00005988",16653285.9719643
"INS00006543",7551120.14354848
"INS00407268",1121375.44645376
"INS00489672",768922.479278533
"INS00939863",329536.50260778
"INS01102465",969246.325798487
"INS00001343",3176599.91175404
"INS00002659",1749721.51037963
"INS00002697",6841897.2443399
"INS00006324",963169.069412522
"INS00108683",328262.570220774
"INS00485560",427664.721109386
"INS00639443",607648.376697044
"INS01192319",330594.947231915
"INS00000902",1464820.35130291
"INS00000904",5813144.36073289
"INS00000905",3186539.83309401
"INS00001329",5002792.15228125
"INS00001330",6519683.23947055
"INS00001713",1799332.2812324
"INS00001714",328506.24804873
"INS00002687",1471122.03924679
"INS00544736",552137.607639052
"INS00577824",1177249.77151472
"INS00645774",327810.277735787
"INS00000554",329321.395723925
"INS00000576",333319.347550574
"INS00001350",7277723.53404314
"INS00002680",2917918.29650019
"INS00005573",799255.336381852
"INS00005576",2026697.19329477
"INS00005577",5060552.44207361
"INS00710452",731209.711837335
"INS00922786",329040.56709161
"INS01061731",329056.705305805
"INS00001342",6805654.07056154
"INS00001344",2572116.31732003
"INS00001355",659795.161158017
"INS00002695",3740915.19771126
"INS00014922",331707.999491855
"INS00734701",692182.785494519
"INS00000890",1808195.97559898
"INS00000894",1734080.40200385
"INS00002588",1921656.93632948
"INS00002589",421557.357307426
"INS00002635",435521.469049518
"INS00834496",380959.699396805
"INS00000888",497422.348439883
"INS00000889",636910.072778547
"INS00002590",402543.766946598
"INS00002638",504665.585418748
"INS00000702",6750075.4805971
"INS00000886",7654695.8709228
"INS00000896",3920523.62178377
"INS00001759",331592.56637625
"INS00002595",8601447.09892332
"INS00002604",363496.814441545
"INS00002627",3990031.40269227
"INS00006293",4649506.85789739
"INS00006472",50786316.574302
"INS00006613",327900.065292674
"INS00108673",561431.319913138
"INS00118670",486508.950941262
"INS00606358",329494.962095082
"INS00001605",9746116.08307548
"INS00001606",333185.648607884
"INS00002608",377519.866051928
"INS00106351",337961.789975302
"INS00481687",403042.952971292
"INS00000893",407828.563349918
"INS00000895",983845.497924741
"INS00001101",401644.801637284
"INS00001102",396737.645092866
"INS00001607",427977.068463261
"INS00002634",384034.422087848
"INS00000892",372086.565519393
"INS00001307",543633.983006526
"INS00001308",424343.253048731
"INS00001510",328796.051719333
"INS00002586",740870.163078722
"INS00002600",2571496.98414928
"INS00002616",1227851.71137109
"INS00938600",3096339.12128295
"INS00997434",434415.724268033
"INS00002620",517409.438699552
"INS00646989",329510.250944865
"INS00001821",339739.263862221
"INS00001822",23191000.1850345
"INS00006437",2224468.51263489
"INS00000887",427308.82129653
"INS00000891",514447.274304524
"INS00001716",1465565.70462608
"INS00002610",328414.690214531
"INS00002625",2942866.86021584
"INS00005724",3036889.34142638
"INS00000829",631982.842452154
"INS00000831",385394.221036368
"INS00001511",389448.252278514
"INS00001512",423923.246151542
"INS00002593",345612.772516194
"INS00002597",400957.734334417
"INS00002603",403949.94421944
"INS00002623",390238.226511833
"INS00000827",3500438.01497843
"INS00000832",7301584.04790961
"INS00002621",6697339.58193043
"INS00006616",330022.786005469
"INS00001739",360974.48308602
"INS00001862",364369.17659171
"INS00002596",425944.423716534
"INS00002632",5223205.90721644
"INS00407214",429881.035967651
"INS00002599",527927.51114524
"INS00005723",3524785.92583723
"INS00005727",651788.921396562
"INS00006091",437978.196045701
"INS00006092",8172245.60687398
"INS00480806",435717.02606844
"INS00000830",440622.764406738
"INS00000837",388174.271939275
"INS00002640",403763.53240461
"INS00004990",369509.707375675
"INS00005157",466586.672769772
"INS00005915",384264.587925906
"INS00000836",400347.920858995
"INS00002587",2448992.59122651
"INS00002630",440012.216182771
"INS00002636",838544.575215908
"INS00002641",381284.165671493
"INS00004992",390754.62005639
"INS00000703",5762448.26686782
"INS00002637",4222382.59059413
"INS00004991",10143248.7284461
"INS00006588",7701314.93023328
"INS00006590",3078363.08311538
"INS01008330",329656.984227034
"INS00002591",496978.582323642
"INS00002611",375839.73644034
"INS00002619",337477.963408011
"INS00409653",646456.456468162
"INS01018837",338089.713252364
"INS00002601",7427412.22800768
"INS00002606",368188.897494055
"INS00002622",369469.902969252
"INS00492482",456480.419218183
"INS00002618",399064.232723613
"INS00647292",383398.821062095
"INS00000860",369026.535839817
"INS00001413",1230878.4481895
"INS00001414",1005700.52622471
"INS00001420",3921679.13816589
"INS00001593",354090.015467497
"INS00003038",2527528.69978126
"INS00003054",373239.083351763
"INS00003070",1460851.14815324
"INS00003077",2879037.63712085
"INS00005171",400822.573795937
"INS00005173",418610.147828107
"INS00005877",399417.530314189
"INS00006345",963833.650253222
"INS00528237",334030.072089307
"INS00000861",362289.017453424
"INS00000862",6128755.32302365
"INS00001417",416157.003975197
"INS00001839",375912.340040009
"INS00003033",403773.811257913
"INS00006693",329145.362933827
"INS00014918",614323.663587519
"INS00116408",381835.099144075
"INS00409916",1012627.81401815
"INS01152610",328689.007302478
"INS00000720",9845127.28289603
"INS00000859",1458940.8785411
"INS00001410",10528181.6783775
"INS00001415",7000749.47846167
"INS00001419",861563.491534914
"INS00003028",1464004.7607269
"INS00004989",373359.49337911
"INS00006694",329437.280201808
"INS00006705",28897913.3229978
"INS00006706",741900.493528395
"INS00084412",339845.795068836
"INS00262346",329196.479948589
"INS01115295",329773.893102982
"INS00001180",329287.283141681
"INS00001409",581895.732981543
"INS00001418",329128.59500423
"INS00001532",2548308.33948794
"INS00001860",369438.422357482
"INS00003035",328548.053844942
"INS00005169",330274.715548657
"INS00005172",641534.377728297
"INS00005876",400531.380268841
"INS00005878",394605.341925871
"INS00006342",625704.489963401
"INS00006343",412452.673734042
"INS00006593",330242.712295765
"INS00001171",7628037.70122241
"INS00001412",329640.82921041
"INS00001416",4570761.92851028
"INS00001643",14689801.3414642
"INS00001644",329435.309439346
"INS00001645",328197.429494107
"INS00006778",549496.169863259
"INS00634540",329691.894180533
"INS00003072",368006.034810276
"INS00005419",631211.738425534
"INS00005421",605152.283550366
"INS00005422",10515308.920043
"INS00006689",323842.26046099
"INS00006815",5244887.87162808
"INS00006816",6490705.42571737
"INS00049585",336182.111456002
"INS00108526",591260.787134965
"INS00565097",329262.494274745
"INS00599778",856159.564724196
"INS00001588",521599.19998269
"INS00003051",527614.27695199
"INS00003053",543786.383304275
"INS00003067",548762.268736278
"INS00006210",463665.276292702
"INS00001591",769531.574396944
"INS00001592",3256142.6520435
"INS00003030",486693.256737773
"INS00003034",4944150.74715465
"INS00003037",421896.49129587
"INS00003071",801347.733054503
"INS00006592",1162904.36284989
"INS00006594",360607.210290362
"INS00491486",337531.9385751
"INS00525609",2024737.71138044
"INS00768499",979816.55728253
"INS00935057",352469.115004586
"INS00001589",7376176.73510337
"INS00001590",6616007.13317838
"INS00003045",330345.34075727
"INS00006591",16064489.2541022
"INS00103557",337734.048245217
"INS00118635",327893.300557941
"INS00668950",328998.85856869
"INS00000869",377745.023278241
"INS00000870",410482.749821118
"INS00000879",329517.55579422
"INS00005368",328920.912058507
"INS00005369",617382.145277664
"INS00006834",339275.128760343
"INS00000878",17005559.0393124
"INS00003065",5687707.10322663
"INS00003069",329219.931932285
"INS00005367",23925135.5357152
"INS00005374",331069.889454627
"INS00005375",332551.216514509
"INS00005376",328665.672081289
"INS00005377",330231.271467314
"INS00006344",5067258.59712892
"INS00006695",328869.064486114
"INS00103559",466780.925131708
"INS00106700",328226.975315501
"INS00108533",598612.485558677
"INS00367663",1078671.09316487
"INS00842983",485828.908219677
"INS00878100",329268.472650917
"INS00000867",446355.28568938
"INS00003050",599676.322269996
"INS00005366",384297.856801605
"INS00000868",439073.196831924
"INS00003046",462957.013211691
"INS00005365",383949.108182757
"INS00005371",388448.24586272
"INS00006831",12284538.5726251
"INS00006835",351651.770257997
"INS00006836",359795.67995285
"INS01149882",329531.345051269
"INS00003055",4054692.12116888
"INS00003075",399934.85539731
"INS00005168",441054.915692447
"INS00005178",481138.27962078
"INS00001533",355556.898552779
"INS00003040",4914516.50203977
"INS00003043",933589.101392003
"INS00005170",437847.873000165
"INS00000871",5337030.00867076
"INS00000872",1456081.43138687
"INS00000873",558656.767991964
"INS00000874",454100.554502732
"INS00001730",399801.535543277
"INS00002917",329879.760748367
"INS00002924",421683.206020287
"INS00758752",698321.594547679
"INS01086167",329674.896358884
"INS01141336",376463.592806898
"INS00002909",639627.399875988
"INS00002925",423643.067699433
"INS00005812",533999.936210443
"INS00005813",911350.204137705
"INS00118623",325164.844613161
"INS00611619",446410.754932071
"INS00000875",371101.836850585
"INS00002890",548415.375930467
"INS00005456",355986.602800546
"INS00005500",418014.506747971
"INS00005501",8243593.66792167
"INS00005502",459708.922052478
"INS00005504",327351.304218949
"INS00005818",891148.960507032
"INS00002891",611344.605333133
"INS00002892",495010.551423282
"INS00002894",435014.135292639
"INS00002928",495330.541185473
"INS00002929",396039.665974435
"INS00002934",454508.352582491
"INS00001738",412991.906447544
"INS00002893",448483.979733335
"INS00002897",335305.06382079
"INS00002902",451130.061304597
"INS00002903",412255.366882661
"INS00002907",407251.353734463
"INS00005373",365520.530586868
"INS00005412",426653.43436332
"INS00002886",378529.870269696
"INS00002920",386228.393641749
"INS00002921",594415.909271963
"INS00002922",420405.111713216
"INS00002933",350965.169653775
"INS00005409",397465.802441315
"INS00005411",410312.557131334
"INS00005819",614383.010039081
"INS00115453",1400094.14519948
"INS00001715",2253081.91008758
"INS00001736",796588.304454662
"INS00001737",375009.91695022
"INS00005406",7835108.38762348
"INS00005820",19039172.3375573
"INS00006139",8818272.68856924
"INS00006698",330542.3227701
"INS00074012",572647.322798988
"INS00108693",816270.389843288
"INS00488919",339072.047537786
"INS00569520",329301.064826028
"INS00571913",329375.225764185
"INS00571918",329630.109178162
"INS00001741",493033.223558219
"INS00002885",409695.943179042
"INS00002896",2118090.53187785
"INS00002910",398510.577395946
"INS00002919",942806.073932493
"INS00002926",432065.410719163
"INS00002932",510601.731244402
"INS00005408",431520.407558043
"INS00005410",377544.667586161
"INS00005815",396906.057738453
"INS00005898",463543.126444702
"INS00118607",445098.134595111
"INS00610810",399651.270913969
"INS00001665",9339642.38448678
"INS00002887",463595.024173609
"INS00002889",401761.4013078
"INS00002904",410876.797702256
"INS00002914",466040.059780918
"INS00002916",354152.961309001
"INS00002923",2608620.4554747
"INS00005407",388888.027996207
"INS00005465",436523.491691994
"INS00005908",1551346.45709457
"INS00488901",349253.472204409
"INS00670547",328560.545282071
"INS00000596",329158.01824676
"INS00001399",669137.71037542
"INS00001722",634336.783255999
"INS00002905",6862740.49947655
"INS00005816",382449.288897501
"INS00006039",328519.490723167
"INS00006040",5722455.65174221
"INS00006699",320822.539166489
"INS00097060",347198.945345134
"INS00108699",600760.382452221
"INS00002882",343379.105582105
"INS00002888",442927.028981225
"INS00002901",370363.725940525
"INS00002927",840460.014464887
"INS00002931",364707.594452761
"INS00005814",409410.606748769
"INS00005817",519013.209851912
"INS00545006",330514.083108926
"INS00000876",1176665.34990782
"INS00002881",411770.636548306
"INS00002884",399871.946129766
"INS00002912",570243.807035676
"INS00005499",455749.468048787
"INS00005503",427506.905006038
"INS00002760",415687.023362148
"INS00002763",437767.654881223
"INS00002773",414830.392889834
"INS00002790",478897.954500343
"INS00002791",619263.028463253
"INS00000880",490318.565218646
"INS00001167",439366.64585068
"INS00005079",415476.611721
"INS00005519",384249.700223808
"INS00005522",383216.560820458
"INS01185122",329847.784667011
"INS00000882",7702634.67524552
"INS00001172",335064.066413263
"INS00005078",10940314.58323
"INS00005517",338082.777815136
"INS00005520",324325.513323836
"INS00005535",23868617.3470921
"INS00005536",333833.548492583
"INS00006492",8186146.63065363
"INS00006691",330783.647398845
"INS00006782",2149357.16719027
"INS00405867",328845.121661294
"INS00578313",328906.095655147
"INS00002843",595302.230314915
"INS00002860",478715.566375701
"INS00002873",1804340.26905688
"INS00005160",427673.599212786
"INS00005165",488044.490306127
"INS00005290",405694.018250955
"INS00005528",437167.780087008
"INS00103616",393438.251647883
"INS00002834",406544.840564705
"INS00002847",1693652.61498196
"INS00002849",451869.860064454
"INS00002872",606075.775988669
"INS00005080",621512.613437468
"INS00118656",500609.350132625
"INS00000884",7125274.17591873
"INS00001131",1161129.583348
"INS00001173",4698444.71258104
"INS00001385",332406.346826507
"INS00006507",24049408.3703245
"INS00006692",329775.619738425
"INS00105352",330958.178581411
"INS00116438",458111.042316099
"INS00528244",328612.923265871
"INS00593944",329377.905162239
"INS01182617",330113.999554551
"INS00001383",1046639.81767209
"INS00000883",4006366.46367687
"INS00001168",1260313.26506442
"INS00464285",484927.118755261
"INS00000659",532099.188644479
"INS00000562",554892.403849991
"INS00000663",433318.027836346
"INS00002855",433878.394366876
"INS00002868",350463.167464432
"INS00001703",1496584.08259131
"INS00001704",2234221.24237603
"INS00002851",468957.971649411
"INS00005163",449205.032178311
"INS00005523",362420.115867341
"INS00005782",384506.543280283
"INS00006148",11628056.866335
"INS00006149",348707.825118376
"INS00409524",456428.715316229
"INS01144140",330296.731566042
"INS00002854",7215450.52932087
"INS00001523",436971.331875223
"INS00001721",396467.314846366
"INS00001524",415473.487760796
"INS00000664",373411.331018996
"INS00000667",483403.814270332
"INS00002867",6356303.81245071
"INS01108666",329677.899668514
"INS01180225",330350.912695661
"INS00000661",404589.72810423
"INS00001133",410488.358319434
"INS00002852",2454002.19316907
"INS00000660",2564658.61909355
"INS00002859",449109.713534572
"INS01192341",329952.893190785
"INS00000666",573397.64943866
"INS00000881",2164518.18920786
"INS00002858",386671.002901329
"INS00002863",1110004.88383703
"INS00005164",793582.429155978
"INS00005289",2204388.39031994
"INS00005780",397499.616882281
"INS00005783",370585.031198019
"INS01082368",430788.559403114
"INS00001384",809356.754947615
"INS00001850",435273.757875501
"INS00002861",5917813.68348244
"INS00005784",421586.888224978
"INS00006435",1222346.67431358
"INS00059480",512693.039880111
"INS00485027",424750.805025924
"INS00000684",329249.708311534
"INS00002875",429379.452557681
"INS00005162",373234.584333153
"INS00005910",903867.425850877
"INS00005291",6282732.5437638
"INS00005785",454326.762798409
"INS00005786",447482.005638567
"INS00002845",762928.8738615
"INS00002869",2275682.3136392
"INS00002876",398024.624976647
"INS00005720",374840.956644068
"INS00878135",421370.561466965
"INS00002837",520306.194526229
"INS00005161",2106900.02696368
"INS00001849",395788.422246058
"INS00002844",388531.849752088
"INS00002877",392532.244230955
"INS00000885",5875530.280108
"INS00002879",359620.806039429
"INS00005081",588455.159131302
"INS00005524",408514.282286533
"INS00005533",454618.208118459
"INS00005781",386512.952664219
"INS00006434",510673.367541054
"INS00001801",5496612.79045109
"INS00003473",528925.306559134
"INS00003489",3047709.3622314
"INS00003499",648083.301720912
"INS00005309",416919.28206119
"INS00005846",1069300.78621259
"INS00262298",398888.816094617
"INS00263279",511210.587866872
"INS00536368",1632345.11681762
"INS00001797",11034334.6452529
"INS00001799",450342.574042818
"INS00003442",729362.947918047
"INS00003464",4051631.47461667
"INS00003491",402426.451452645
"INS00005844",434688.962831117
"INS00593037",345298.279625042
"INS00934667",329426.807387628
"INS01174472",328146.072179746
"INS00001800",323636.325910594
"INS00003446",14449354.2206897
"INS00005559",43794765.4989158
"INS00005562",10908183.0104381
"INS00005565",3883760.82130732
"INS00006429",24374444.7646937
"INS00006430",11452134.9051605
"INS00108518",1565360.52369921
"INS00484996",329521.919517426
"INS00534523",631652.564510222
"INS00833883",329422.349619364
"INS00835874",332236.807828009
"INS00003493",497439.116319096
"INS00003534",419844.631104187
"INS00005558",361887.691601307
"INS00005561",2317326.27436282
"INS00005563",360828.776748836
"INS00003475",419382.091892102
"INS00003533",579083.543492888
"INS00005847",435905.749307249
"INS00003451",460729.039931378
"INS00003453",361853.537681508
"INS00003470",548370.179592406
"INS00003479",385866.812775021
"INS00005643",393875.845570576
"INS00005644",895971.97171977
"INS00451365",385963.557585423
"INS00516254",401245.070527944
"INS00516367",633043.525220458
"INS00878162",330205.637619779
"INS00950639",329472.362789435
"INS00005227",5139458.38711633
"INS00005312",544013.690510874
"INS00005313",8075025.89419053
"INS00005645",15144223.2147461
"INS00005646",330898.235251783
"INS00059500",365910.887628645
"INS00106677",569926.292697514
"INS00108665",426554.870296579
"INS00553262",436472.546171565
"INS00638773",328182.069368617
"INS01148896",328485.820670044
"INS00001679",5341663.54052492
"INS00003439",373135.737596491
"INS00003519",633140.004889219
"INS00003455",441563.493870892
"INS00001884",692756.117584224
"INS00003477",366812.780443138
"INS00005568",328856.329975201
"INS00006470",328112.84259581
"INS00006471",2557326.81902238
"INS00001507",2432377.02433548
"INS00003433",413261.453287231
"INS00003438",1132389.3467097
"INS00003463",1822875.92090929
"INS00003487",5540747.70327937
"INS00006495",428426.035074235
"INS00006497",552329.162758612
"INS00006498",382042.069135775
"INS00014919",328698.656786083
"INS00061529",379332.414776628
"INS00835546",1217561.1356685
"INS01157998",329657.271260589
"INS00003508",1817626.33730851
"INS00003520",5388991.85364643
"INS00006395",8184970.59275683
"INS00006396",2734202.56659657
"INS00006399",2057973.92039941
"INS00006400",23664904.353268
"INS00006401",8243381.38357102
"INS00006402",1452984.21817066
"INS00006403",1064224.77072845
"INS00006423",14214049.528541
"INS00006494",1038050.64609247
"INS00006496",41944620.6775445
"INS00006642",348211.557249069
"INS00009339",329334.15061858
"INS00053724",329341.980029205
"INS00084415",2533025.10400741
"INS00492206",939895.737037719
"INS00505193",328881.231890956
"INS00528242",1027651.03769131
"INS00544733",899258.386018411
"INS00564518",329547.898266322
"INS00597702",328372.240262152
"INS00610522",2021130.23906169
"INS00947082",353585.838634844
"INS01052762",332208.628026317
"INS00003456",923723.846872336
"INS00003490",418244.267394662
"INS00003498",1584320.43770164
"INS00003514",1420754.34813321
"INS00005907",3264703.79293815
"INS00003447",6966625.06002836
"INS00004977",9629239.32312342
"INS00006215",16246139.4126725
"INS00557440",774320.810720623
"INS00577217",650915.273958357
"INS00001667",2245800.19290516
"INS00001820",2096351.0387147
"INS00003516",760420.702652049
"INS00265996",329101.700432615
"INS00001819",7230987.65384198
"INS00058204",476808.14491055
"INS00108534",487835.035208517
"INS00536845",4406419.28448627
"INS00557752",329839.365827079
"INS00806089",334883.171630851
"INS00003434",638513.346538578
"INS00003461",407750.711485378
"INS00003485",407182.364620816
"INS00003524",360186.000622229
"INS00003527",652553.017726596
"INS00005849",1134135.82013849
"INS00010838",329026.120263305
"INS00000762",8809454.85620714
"INS00001603",6262684.56581905
"INS00263269",434327.620782386
"INS00480066",369458.969114489
"INS00003440",416934.423010612
"INS00003465",4099476.12541462
"INS00003466",999650.268139669
"INS00003468",376889.170970298
"INS00005226",436500.180996055
"INS00005310",467622.074255573
"INS00005311",368728.203631479
"INS00005556",440989.627605061
"INS00005557",538427.518794711
"INS00005987",475655.449807139
"INS00005224",5510788.57986336
"INS00878138",486089.099137231
"INS00003467",1330990.83018049
"INS00003496",447682.41675451
"INS00003501",2979673.79056787
"INS00005285",2873098.23487381
"INS00281286",329598.739295406
"INS00412933",330256.508595026
"INS00571898",2966504.93937387
"INS00735586",328966.097548242
"INS00885772",329216.820144086
"INS01176019",336394.818282885
"INS00003449",496496.640145948
"INS00003480",446403.456390414
"INS00005283",1340961.10001678
"INS00005845",413123.606939394
"INS00001705",9283905.77357015
"INS00001706",2890319.75720198
"INS00001707",13044024.2639647
"INS00003445",20293144.2837671
"INS00003457",765834.437940157
"INS00005284",3179681.96933237
"INS00006466",9800525.59070782
"INS00006468",23699801.7414897
"INS00006644",330814.272353365
"INS00103518",849591.930448756
"INS00468667",336026.278785579
"INS00720652",3941809.19701193
"INS01013066",329770.072564889
"INS00003460",1340271.38987753
"INS00003530",418012.689542575
"INS00003531",506587.974174632
"INS00005127",2110001.99050951
"INS00104613",392448.128237096
"INS00116405",558529.733811065
"INS00950410",430942.52966203
"INS00000599",339497.548125351
"INS00003448",4956453.06814917
"INS00005126",7772646.43478395
"INS00005128",5915459.8870108
"INS00005129",328152.046559833
"INS00005633",20954453.5553087
"INS00006643",339747.200767833
"INS00367653",504930.605006803
"INS00534204",340834.087876363
"INS00604747",329160.960638584
"INS00635269",329164.56415956
"INS00645536",2475255.3966184
"INS00933582",328924.09612648
"INS00003452",4397533.06214224
"INS00574193",365442.288550082
"INS00001020",622669.916718275
"INS00001562",1582941.70496024
"INS00003432",4914028.38510296
"INS00003511",452068.475747118
"INS00005560",5112928.40831828
"INS00006645",331128.219600527
"INS00103476",397945.520114378
"INS00261757",333287.732943001
"INS00720670",345289.714799199
"INS00003492",5137068.41500816
"INS00003505",522570.66630754
"INS00005848",403556.382324164
"INS00003443",1468708.17484252
"INS00003486",452503.190442026
"INS00003500",466268.163925358
"INS00003528",387227.845243112
"INS00004986",354199.659906069
"INS00005185",1365945.93387403
"INS00006818",5741199.29757766
"INS00006819",370755.043265631
"INS00058207",361694.598572197
"INS00108681",470450.536444385
"INS00000708",815352.549417223
"INS00000709",355272.196825465
"INS00001506",1786466.57163563
"INS00001793",1183214.15669808
"INS00003249",1520114.90240809
"INS00003254",379740.898324203
"INS00003264",997212.958873875
"INS00005909",358771.63882539
"INS00485152",2132149.26409707
"INS00652112",332798.024655419
"INS00667102",330971.997550515
"INS00734712",390720.321211535
"INS00878139",329420.204026141
"INS00934490",330881.011654549
"INS01006261",330108.567470022
"INS01123547",338843.888535496
"INS00003212",586871.657779622
"INS00003214",3307393.73866001
"INS00003222",551803.607252248
"INS00003223",482989.244059398
"INS00003230",801601.132378574
"INS00003244",403639.834903035
"INS00005532",382715.071186231
"INS00409104",2350752.49535216
"INS00857075",329832.356406002
"INS00878597",347477.58016868
"INS00000711",12168597.2653595
"INS00001298",24265783.1132382
"INS00001299",330117.496947026
"INS00001300",334275.927073787
"INS00001381",327721.622750227
"INS00001503",6278840.08960951
"INS00001504",2553842.04446951
"INS00001505",8786173.30463169
"INS00003218",480200.792063733
"INS00003263",7221673.64699506
"INS00006676",331184.116576183
"INS00103618",7031459.010857
"INS00106680",470619.693918088
"INS00116410",329809.214467945
"INS00116430",498171.440006092
"INS00116444",326960.758995797
"INS00127975",911682.045482777
"INS00483293",416882.102499217
"INS00928808",328885.91896274
"INS00000655",2199213.43511065
"INS00000657",2332243.99709087
"INS00001301",900032.938433778
"INS00003195",6907607.82320047
"INS00003242",3900456.9530782
"INS00006076",1314812.97011613
"INS00006078",1566318.96320012
"INS00006080",1688253.38241611
"INS00015865",646579.090943437
"INS00103617",327874.685627668
"INS00118609",656031.800062248
"INS00489092",329604.471727234
"INS00535102",382244.21316555
"INS00553124",454652.87325896
"INS01031042",329412.335253313
"INS01031815",328645.006058073
"INS01182653",329801.389411781
"INS00006421",7002004.46793746
"INS00006422",334918.255541759
"INS00000654",396482.949732185
"INS00001794",428941.808232535
"INS00001795",4956786.67150703
"INS00001798",1842259.80466371
"INS00003203",4229793.16929451
"INS00005709",363953.736009183
"INS00005937",571455.775748248
"INS00649255",350585.780369578
"INS01015124",328570.141303883
"INS01176586",328611.33177196
"INS00003237",8747264.39276161
"INS00569544",330580.878105305
"INS00003178",466113.259894081
"INS00003184",490129.651586338
"INS00003200",471405.942151412
"INS00003233",438662.314676115
"INS00005609",446991.356386807
"INS00005610",465454.588592317
"INS00005936",427402.703907053
"INS00006775",398831.773107009
"INS00005608",331026.129289743
"INS00005726",6634083.60821242
"INS00005895",513495.487488596
"INS00006675",335976.400345865
"INS00087705",369814.616895279
"INS00106255",17697464.3432895
"INS00106755",772375.384187487
"INS00571906",333110.57923087
"INS00577989",429534.473201518
"INS00000712",731869.970225465
"INS00003201",434218.732648215
"INS00003216",999802.909883426
"INS00003232",732678.702354691
"INS00003235",499677.944642306
"INS00003243",385825.794837994
"INS00003257",409145.806405751
"INS00003265",430446.058488356
"INS00003199",668925.767608155
"INS00003231",544682.083158724
"INS00003206",4497044.35826026
"INS00005075",2057154.19313303
